"region","hbcu","tribal","urban","open","landGrant","associates","allDistance","partDistance","studyAbroad","weekend","remedial","counseling","dayCare","oncampusHousing","mealPlan","instateTuition","size","facultyRatio","grantAid","loanAid","minorityEnroll","placeEmploy","tuitionOptions"
"RM","No","No","Town:R","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5448,"1-4,999",14,11845,6507,39,"Yes","Yes"
"RM","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Yes","No","No",7404,"20,000+",16,5993,7220,26,"Yes","Yes"
"RM","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6384,"10-19,999",15,5784,7045,21,"Yes","Yes"
"RM","No","No","City:S","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",9312,"20,000+",18,10461,6553,13,"Yes","Yes"
"RM","No","No","City:M","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",21588,"5-9,999",15,9021,8797,19,"Yes","Yes"
"RM","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","No",17532,"1-4,999",18,5321,8929,32,"Yes","Yes"
"RM","No","No","Town:R","Yes","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",3828,"5-9,999",13,4081,5065,19,"Yes","Yes"
"RM","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",15225,"5-9,999",16,9502,7138,8,"Yes","Yes"
"RM","No","No","City:M","No","Yes","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",8301,"20,000+",18,8230,6745,13,"Yes","No"
"RM","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",10967,"1-4,999",11,3932,5377,17,"Yes","Yes"
"RM","No","No","City:L","Yes","No","Yes","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","No","No",18021,"<1,000",15,5519,10093,47,"Yes","Yes"
"RM","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",43164,"10-19,999",11,23696,7280,12,"Yes","Yes"
"RM","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",5856,"1-4,999",17,11102,6509,12,"Yes","Yes"
"RM","No","No","City:S","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",6706,"5-9,999",22,2966,7905,19,"Yes","Yes"
"RM","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Yes","No","No",5222,"20,000+",18,5236,6931,28,"Yes","No"
"RM","No","No","City:S","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",30400,"<1,000",8,16818,8933,12,"Yes","Yes"
"RM","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",10800,"<1,000",9,2992,5865,16,"Yes","Yes"
"RM","No","No","City:S","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",6372,"10-19,999",18,7164,6567,22,"Yes","Yes"
"RM","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",33110,"5-9,999",14,13775,8785,24,"No","Yes"
"RM","No","No","City:M","Yes","No","Implied no","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",15870,"1-4,999",10,6638,5152,17,"Yes","Yes"
"RM","No","No","City:M","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6159,"5-9,999",16,6316,6190,37,"Yes","Yes"
"US","No","No","Rural:F","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",18335,"1-4,999",8,10202.7231869909,7554,16,"Yes","No"
"RM","No","No","Town:R","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",5844,"1-4,999",16,6798,10674,15,"Yes","Yes"
"NE","No","No","City:M","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",29160,"1-4,999",14,12406,8777,49,"Yes","Yes"
"NE","No","No","City:M","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",28800,"5-9,999",16,18971,8881,54,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",4968,"10-19,999",15,6181,7035,24,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Yes","Yes","Yes","Implied no","Implied no","Implied no","Yes","Implied no","No","No",6624,"1-4,999",14,3304,7751,29,"No","Yes"
"NE","No","No","Suburb:L","No","Yes","Yes","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",10524,"20,000+",17,10643,6778,14,"Yes","Yes"
"NE","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",19500,"1-4,999",9,6225,9088,42,"Yes","Yes"
"NE","No","No","Town:F","No","No","Yes","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",4968,"5-9,999",16,5519,7011,18,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",44250,"5-9,999",12,21701,6904,9,"Yes","Yes"
"NE","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",33740,"5-9,999",9,18701,7183,26,"Yes","Yes"
"NE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","No","No",7680,"<1,000",6,3463,5132,19,"No","No"
"NE","No","No","City:S","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",29160,"<1,000",14,15888,6995,25,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",34330,"5-9,999",16,18376,7083,20,"Yes","Yes"
"NE","No","No","Suburb:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",15258,"5-9,999",19,5888,8821,30,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",40720,"5-9,999",12,20154,6967,14,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",36920,"5-9,999",15,15446,6704,12,"Yes","Yes"
"NE","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",34530,"1-4,999",11,22504,7859,33,"Yes","Yes"
"NE","No","No","City:M","No","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",15725,"<1,000",10,3436,8261,25,"No","Yes"
"NE","No","No","City:M","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",4968,"10-19,999",14,6294,6988,28,"Yes","Yes"
"NE","No","No","City:S","No","No","Yes","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",4968,"5-9,999",14,5341,6876,30,"Yes","Yes"
"ME","Yes","No","City:S","No","Yes","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",6702,"1-4,999",15,7701,7743,75,"Yes","Yes"
"ME","No","No","Suburb:L","No","Yes","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",11230,"20,000+",16,9085,6492,13,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","Yes","No",22950,"1-4,999",19,14057,6785,31,"Yes","Yes"
"ME","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",25020,"1-4,999",13,14090,7541,49,"Yes","Yes"
"ME","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",42556,"10-19,999",12,23260,6588,18,"Yes","Yes"
"ME","No","No","City:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",40400,"5-9,999",7,19082,7098,19,"Yes","Yes"
"ME","Yes","No","City:L","Yes","Yes","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Yes","No","No",4631,"1-4,999",10,5773,7480,72,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",15078,"1-4,999",6,18571,6859,25,"Yes","No"
"ME","Yes","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",22737,"10-19,999",11,17173,5936,90,"Yes","Yes"
"ME","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",12780,"1-4,999",21,4053,10017,86,"No","No"
"ME","No","No","City:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",22370,"1-4,999",12,12442,7476,85,"Yes","Yes"
"SE","No","No","City:M","Yes","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","No",17604,"1-4,999",24,5853,8901,51,"Yes","Yes"
"SE","No","No","Town:D","No","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",9600,"<1,000",11,4667,5887,11,"Yes","No"
"SE","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",28800,"5-9,999",12,15062,9118,63,"Yes","Yes"
"SE","Yes","No","City:S","Yes","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",13440,"1-4,999",16,10269,8286,87,"Yes","Yes"
"SE","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",33450,"1-4,999",18,14500,3855,23,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",11628,"1-4,999",17,5060,9797,59,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","No",13200,"<1,000",13,6673,7332,19,"Yes","Yes"
"SE","No","No","City:S","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","No","No",3134,"10-19,999",20,3625,4113,27,"Yes","Yes"
"SE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",16665,"1-4,999",17,4432,7589,68,"Yes","Yes"
"SE","No","No","City:M","No","No","Implied no","No","Implied no","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",39684,"1-4,999",12,18945,7400,13,"Yes","Yes"
"SE","Yes","No","City:L","No","No","Implied no","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",12325,"1-4,999",15,10595,8315,71,"Yes","Yes"
"SE","No","No","City:S","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",31944,"5-9,999",15,12264,6998,10,"Yes","Yes"
"SE","Yes","No","City:M","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3152,"5-9,999",16,7150,7317,90,"Yes","Yes"
"SE","No","No","Suburb:S","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",16830,"1-4,999",16,7337,6987,9,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",15214,"<1,000",13,11558,5913,12,"Yes","Yes"
"SE","No","No","City:M","No","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","No",12450,"1-4,999",8,5024,7623,39,"Yes","Yes"
"SE","No","No","City:S","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",38540,"5-9,999",8,21460,7915,13,"Yes","No"
"SE","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Yes","Yes","Yes",4721,"20,000+",25,5282,7895,79,"Yes","Yes"
"SE","Yes","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",12384,"1-4,999",15,7589,8320,76,"Yes","Yes"
"SE","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",30810,"1-4,999",13,18151,7327,17,"Yes","No"
"SE","No","No","City:M","No","No","Yes","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",4640,"20,000+",25,4485,7450,27,"Yes","Yes"
"SE","No","No","City:M","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4477,"20,000+",20,6192,6608,27,"Yes","Yes"
"SE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Implied no","Implied no","Yes","Implied no","No","No",16561,"20,000+",24,6446,10936,26,"Yes","Yes"
"SE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Implied no","Implied no","Implied no","Implied no","Yes","Yes",5200,"<1,000",12,5712,4085,12,"No","Yes"
"SE","No","No","City:L","No","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",11734,"<1,000",11,4883,7869,22,"Yes","Yes"
"SE","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","No",17604,"1-4,999",20,6384,9564,48,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",17,4345,7691,49,"Yes","No"
"SE","No","No","City:L","Yes","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",32620,"1-4,999",14,18175,7831,22,"Yes","Yes"
"SE","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",7560,"<1,000",7,3492,4946,80,"Yes","Yes"
"SE","No","No","City:M","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",16784,"10-19,999",12,4295,5624,49,"Yes","No"
"SE","No","No","Suburb:M","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",3172,"1-4,999",19,4677,4929,17,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Implied no","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",5856,"1-4,999",23,3339,8440,47,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",44400,"10-19,999",12,25067,7699,30,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Yes","No","Implied no","Implied no","Yes","Implied no","Yes","Implied no","No","No",15641,"<1,000",9,4731,6574,58,"Yes","Yes"
"SE","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Yes","Yes","Yes",3853,"10-19,999",18,5146,6728,19,"Yes","No"
"SE","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",26910,"20,000+",16,13265,9624,49,"Yes","Yes"
"SE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",10980,"<1,000",13,7154,8315,67,"Yes","Yes"
"SE","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",26750,"1-4,999",13,15121,7347,27,"Yes","Yes"
"SE","No","No","City:S","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",38710,"1-4,999",11,14115,7426,19,"Yes","Yes"
"SE","No","No","Suburb:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",20150,"10-19,999",15,7603,4453,49,"Yes","Yes"
"SE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","No","No",13464,"<1,000",7,4155,8554,46,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Implied no","No","Implied no","Implied no","Implied no","Implied no","Implied no","Implied no","Yes","Yes",21000,"<1,000",10,5196,7554,50,"No","No"
"SE","No","No","Rural:F","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",3135,"1-4,999",17,4320,4735,42,"Yes","Yes"
"SE","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Yes","Yes","Yes",4559,"20,000+",24,6245,8141,32,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",27960,"1-4,999",12,21552,10194,70,"Yes","Yes"
"SE","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",21840,"1-4,999",20,11970,10039,31,"Yes","Yes"
"SE","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",11972,"<1,000",16,6317,8484,65,"Yes","Yes"
"SE","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",12037,"<1,000",13,7880,9692,32,"Yes","Yes"
"SE","No","No","City:L","No","No","Yes","No","Implied no","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",25202,"5-9,999",17,10951,11576,17,"Yes","Yes"
"SE","No","No","City:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",9990,"<1,000",18,12058,7081,29,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","Yes","Yes",14850,"<1,000",8,6622,8687,39,"No","No"
"SE","No","No","Rural:F","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",19154,"1-4,999",17,19850,10078,51,"Yes","No"
"SE","No","No","Town:F","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",22326,"<1,000",24,14603,7077,35,"Yes","Yes"
"SE","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",9360,"5-9,999",17,4004,8043,19,"Yes","Yes"
"SE","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3735,"10-19,999",22,5558,4708,22,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",36996,"<1,000",9,24301,7279,42,"Yes","Yes"
"SE","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",3886,"5-9,999",17,5203,6892,32,"Yes","Yes"
"SE","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","No",17496,"1-4,999",23,6879,9380,51,"Yes","Yes"
"SE","No","No","Town:D","No","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","Yes","Yes",17400,"1-4,999",18,8680,8589,38,"Yes","Yes"
"SE","Yes","No","City:L","No","No","Implied no","No","Implied no","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",19880,"1-4,999",17,9785,8232,84,"Yes","Yes"
"SE","No","No","Suburb:S","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",31770,"1-4,999",12,19866,6469,11,"Yes","Yes"
"SE","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",25478,"1-4,999",11,11742,8770,40,"Yes","Yes"
"SE","No","No","Rural:D","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",14940,"<1,000",13,8853,5841,29,"No","Yes"
"SE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",9360,"<1,000",9,6283,7481,78,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",3886,"5-9,999",18,4690,7953,66,"Yes","No"
"SE","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",4181,"5-9,999",17,5159,7164,43,"Yes","No"
"SE","No","No","Suburb:L","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",30440,"1-4,999",13,16316,6689,5,"Yes","Yes"
"SE","No","No","City:M","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",16665,"1-4,999",14,5157,7354,53,"Yes","Yes"
"SE","No","No","Town:D","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",18540,"<1,000",12,17062,7169,21,"No","Yes"
"SE","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",9812,"20,000+",19,9217,7379,14,"Yes","Yes"
"SE","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",3886,"1-4,999",17,5154,6806,31,"Yes","No"
"SE","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",7180,"5-9,999",17,6607,6450,10,"Yes","Yes"
"SE","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",4181,"20,000+",21,5508,6259,31,"Yes","No"
"SE","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",6846,"20,000+",21,7112,6958,51,"Yes","No"
"SE","No","No","City:M","No","Yes","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",9364,"20,000+",18,8815,6589,12,"Yes","Yes"
"SE","No","No","City:S","No","No","Yes","No","Yes","Yes","Implied no","Yes","Implied no","Implied no","Yes","No",9810,"1-4,999",13,6903,9931,39,"Yes","No"
"SE","No","No","City:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",12900,"<1,000",15,4836,10230,70,"Yes","Yes"
